[P](c3ccccc3)[NH2])(c4ccccc4)C,0,13
[P](c1ccccc1)c2ccccc2)[H])([H])[NH2])([NH2])[NH2],0,3
[P](c3ccccc3)[OH])c4ccccc4)(C)C,0,13
[P]([NH2])[NH2])C)(C)C)(c2ccccc2)[H],0,8
[P]([OH])C)[OH])([NH2])c3ccccc3,0,13
[P](c2ccccc2)[OH])[H])(C)[NH2],0,8
[P]([OH])C)(c1ccccc1)c2ccccc2)([H])[H])(c3ccccc3)c4ccccc4,0,3
[P](C)c3ccccc3)[H])([H])[H],0,13
[P](C)[OH])(c2ccccc2)[OH])([NH2])[H],0,8
[P]([OH])C)[H])(c3ccccc3)[OH],0,13
[P]([OH])[H])C)([H])[NH2])([H])[H],0,8
[P](c3ccccc3)C)C)[H])([NH2])[OH],0,13
[P]([OH])c2ccccc2)[H])([NH2])c3ccccc3,0,8
[P](C)[NH2])([H])c2ccccc2)(c3ccccc3)[H],0,8
[P]([OH])[OH])[OH])[H])([NH2])c2ccccc2,0,8
[P]([OH])c3ccccc3)([NH2])c4ccccc4,0,13
[P](c1ccccc1)c2ccccc2)([NH2])[H])[OH])([NH2])C,0,3
[P]([OH])c2ccccc2)[NH2])c3ccccc3)([OH])[H],0,8
[P]([H])[OH])([NH2])[H])(C)[NH2],0,8
[P]([OH])[H])[NH2])C)(C)c2ccccc2,0,8
[P]([OH])c1ccccc1)(C)c2ccccc2)([NH2])[H])([OH])[OH],0,3
[P]([H])[H])C)(C)C,0,8
[P]([OH])[OH])[H])(C)[H],0,8
[P]([H])[NH2])[H])([NH2])C)([NH2])[NH2],0,3
[P](C)C)c2ccccc2)([OH])c3ccccc3,0,8
[P]([H])[OH])[H])(C)C,0,13
[P]([NH2])[OH])([OH])[H])(c2ccccc2)C,0,8
[P]([OH])c2ccccc2)(c3ccccc3)[H])([H])c4ccccc4,0,8
[P](c3ccccc3)C)([OH])[OH],0,13
[P]([H])[NH2])([NH2])C)[NH2])(c1ccccc1)[NH2],0,3
[P]([NH2])c1ccccc1)(C)c2ccccc2)c3ccccc3)(C)[NH2],0,3
[P](C)C)([OH])[H])[H])([OH])[OH],0,8
[P]([OH])[OH])[H])C)(c2ccccc2)C,0,8
[P]([OH])C)([OH])[NH2])([NH2])C,0,8
[P]([H])[NH2])c2ccccc2)C)(c3ccccc3)[H],0,8
[P](c2ccccc2)[H])([NH2])C)c3ccccc3)([H])[NH2],0,8
[P]([NH2])[NH2])c2ccccc2)(C)[NH2],0,8
[P]([OH])c1ccccc1)C)(c2ccccc2)[H])([OH])[NH2],0,3
[P]([H])C)c2ccccc2)(c3ccccc3)[H],0,8
[P]([OH])[OH])[H])([H])C)([H])[OH],0,3
[P]([OH])[OH])C)(C)c1ccccc1)(C)[NH2],0,3
[P](c1ccccc1)[H])([H])[OH])([H])c2ccccc2)(c3ccccc3)C,0,3
[P]([NH2])[NH2])([OH])C)[NH2])([H])C,0,8
[P](c2ccccc2)C)(C)C)c3ccccc3)(c4ccccc4)C,0,8
[P](c1ccccc1)C)[NH2])c2ccccc2)([OH])C,0,3
[P](C)C)(c3ccccc3)[OH],0,13
[P]([OH])[NH2])(C)[H],0,13
[P]([H])[NH2])(c1ccccc1)[OH])([H])[H])([H])[H],0,3
[P]([NH2])c2ccccc2)[OH])[OH])([H])[OH],0,8
[P]([OH])[H])[OH])[H])([H])C,0,8
[P](C)[H])([NH2])[H])([H])[NH2],0,8
[P](C)[H])[OH])(c1ccccc1)[OH])(c2ccccc2)[OH],0,3
[P](c3ccccc3)[H])[NH2])([OH])c4ccccc4,0,13
[P](c2ccccc2)[H])[OH])[OH])(C)[OH],0,8
[P](c3ccccc3)[OH])(C)c4ccccc4,0,13
[P](C)[OH])([H])[NH2])c1ccccc1)([OH])c2ccccc2,0,3
[P]([H])c2ccccc2)[NH2])([OH])c3ccccc3,0,8
[P]([H])c3ccccc3)c4ccccc4)(C)[NH2],0,13
[P]([OH])[H])C)c2ccccc2)(C)C,0,8
[P](c1ccccc1)[H])([H])c2ccccc2)[NH2])(C)[NH2],0,3
[P]([H])[H])[NH2])[H])(c1ccccc1)[H],0,3
[P]([NH2])c3ccccc3)[H])c4ccccc4)([H])c5ccccc5,0,13
[P]([H])[OH])[OH])(C)c3ccccc3,0,13
[P](C)[H])c3ccccc3)C)([OH])c4ccccc4,0,13
[P]([OH])c3ccccc3)(c4ccccc4)c5ccccc5,0,13
[P]([NH2])c2ccccc2)([H])[OH])[H])([OH])C,0,8
[P]([OH])[NH2])(C)C)c2ccccc2)(C)c3ccccc3,0,8
[P]([H])[OH])([H])[NH2])([OH])[H],0,8
[P]([OH])[H])(c2ccccc2)[H])(c3ccccc3)c4ccccc4,0,8
[P](C)C)(c3ccccc3)[H],0,13
[P]([H])[OH])[NH2])[OH])(C)C,0,8
[P](C)[NH2])([H])c1ccccc1)C)([NH2])[NH2],0,3
[P]([H])[OH])([H])[NH2])([OH])[OH])([H])C,0,3
[P](c2ccccc2)[H])[OH])(c3ccccc3)C,0,8
[P](c1ccccc1)[OH])([H])C)[OH])(C)[H],0,3
[P]([OH])[NH2])C)([OH])[H],0,8
[P](c3ccccc3)[OH])c4ccccc4)([H])[OH],0,13
[P]([NH2])[OH])c2ccccc2)([NH2])C,0,8
[P]([H])[OH])[NH2])([OH])c3ccccc3,0,13
[P]([H])C)([NH2])[H])(C)[OH],0,8
[P](C)C)c3ccccc3)([H])c4ccccc4,0,13
[P](c1ccccc1)c2ccccc2)C)(c3ccccc3)[H])([OH])[NH2],0,3
[P]([H])c3ccccc3)[H])[NH2])(C)[OH],0,13
[P]([NH2])[NH2])C)(c2ccccc2)c3ccccc3)([OH])[H],0,8
[P]([H])c1ccccc1)C)(C)c2ccccc2)([NH2])[NH2],0,3
[P]([H])c3ccccc3)([NH2])C,0,13
[P]([NH2])c3ccccc3)(c4ccccc4)[OH],0,13
[P]([OH])[OH])([H])[OH])(C)[H])([H])c1ccccc1,0,3
[P](C)c1ccccc1)([NH2])[NH2])(c2ccccc2)c3ccccc3)([NH2])[OH],0,3
[P]([OH])[H])[H])C)([OH])c3ccccc3,0,13
[P]([NH2])[OH])([H])c2ccccc2)(C)C,0,8
[P](c2ccccc2)[H])C)(c3ccccc3)[H],0,8
[P]([NH2])C)[OH])([H])[NH2])(C)[H],0,3
[P](C)c2ccccc2)[NH2])[H])(c3ccccc3)c4ccccc4,0,8
[P]([H])[H])(C)[OH])C)([NH2])c1ccccc1,0,3
[P]([H])[H])(C)[OH])C)(c1ccccc1)C,0,3
[P](C)c2ccccc2)([NH2])C)([OH])[H],0,8
[P](C)[NH2])([NH2])[H])[NH2])([NH2])[OH],0,3
[P]([H])[NH2])(c1ccccc1)[H])([NH2])C)([NH2])C,0,3
[P]([OH])[OH])[NH2])([NH2])C,0,13
[P](C)[H])[OH])[NH2])(c2ccccc2)c3ccccc3,0,8
[P]([H])[H])([NH2])C)c1ccccc1)([H])[OH],0,3
[P]([OH])C)([OH])C,0,13
[P]([NH2])c2ccccc2)C)C)([H])C,0,8
[P](c2ccccc2)C)(C)[H])([H])[OH],0,8
[P]([OH])[OH])c3ccccc3)[NH2])([H])c4ccccc4,0,13
[P]([H])[NH2])[H])(c3ccccc3)[H],0,13
[P](C)C)([NH2])[H])([NH2])[H])(c1ccccc1)C,0,3
[P](c2ccccc2)[NH2])(c3ccccc3)[OH])([OH])[H],0,8
[P](c3ccccc3)[OH])(c4ccccc4)C,0,13
[P](c3ccccc3)[H])[OH])c4ccccc4)([OH])c5ccccc5,0,13
[P]([OH])[H])[OH])(c2ccccc2)C,0,8
[P]([NH2])[OH])[H])[NH2])([OH])c2ccccc2,0,8
[P](C)[H])[OH])[H])([H])[OH],0,13
[P](C)[NH2])([OH])C,0,13
[P]([H])[NH2])[H])([NH2])[OH])([NH2])C,0,3
[P]([OH])c2ccccc2)[NH2])(C)[NH2])([H])[NH2],0,8
[P](c3ccccc3)[NH2])[NH2])(c4ccccc4)[OH],0,13
[P](c2ccccc2)[NH2])([H])[NH2])[OH])([H])[H],0,8
[P](C)[NH2])([H])[NH2])([H])[OH],0,8
[P]([H])[H])([NH2])C)([H])[NH2],0,8
[P]([NH2])c1ccccc1)[H])(C)C)([H])[NH2],0,3
[P]([OH])[OH])([NH2])C)[H])(c1ccccc1)[H],0,3
[P](c2ccccc2)c3ccccc3)[H])(C)[H])([H])[NH2],0,8
[P](c1ccccc1)C)(c2ccccc2)[OH])C)([OH])[OH],0,3
[P](c2ccccc2)[NH2])(C)[NH2])([NH2])[OH],0,8
[P]([NH2])[H])[H])([H])C,0,8
[P](C)[NH2])(c2ccccc2)[OH])[H])([NH2])[OH],0,8
[P]([H])C)c1ccccc1)([NH2])C)(c2ccccc2)[OH],0,3
[P]([H])C)(c1ccccc1)[H])c2ccccc2)([NH2])[OH],0,3
[P]([OH])[NH2])([H])[OH])([OH])c2ccccc2,0,8
[P](c2ccccc2)[H])[NH2])c3ccccc3)(c4ccccc4)[NH2],0,8
[P]([NH2])[NH2])([OH])[OH])[NH2])([NH2])C,0,3
[P]([NH2])C)[H])[H])([NH2])c3ccccc3,0,13
[P]([OH])C)c2ccccc2)C)(C)[OH],0,8
[P]([H])[NH2])c3ccccc3)([NH2])[H],0,13
[P](C)[OH])(C)C)[H])([NH2])[OH],0,3
[P]([H])[NH2])(c2ccccc2)[OH])(C)C,0,8
[P](C)c2ccccc2)C)(c3ccccc3)[OH],0,8
[P]([OH])C)[NH2])([NH2])c3ccccc3,0,13
[P](C)[NH2])c3ccccc3)[H])([H])c4ccccc4,0,13
[P](C)c2ccccc2)C)[NH2])(C)C,0,8
[P]([NH2])c1ccccc1)([H])[NH2])(c2ccccc2)[OH])(C)[H],0,3
[P](c1ccccc1)C)(c2ccccc2)[H])([OH])[H])([OH])[OH],0,3
[P](c2ccccc2)c3ccccc3)(C)[OH])(C)C,0,8
[P](c2ccccc2)[OH])c3ccccc3)([H])[NH2],0,8
[P]([NH2])[NH2])[OH])(C)[NH2],0,8
[P]([OH])[H])(c1ccccc1)[OH])c2ccccc2)([OH])[NH2],0,3
[P]([H])[OH])[OH])([OH])[NH2],0,13
[P]([OH])c2ccccc2)[OH])([OH])C)([NH2])[OH],0,8
[P](C)[H])[OH])([NH2])[H])([OH])c2ccccc2,0,8
[P]([H])c3ccccc3)C)[H])([OH])[NH2],0,13
[P](c2ccccc2)c3ccccc3)c4ccccc4)c5ccccc5)(C)[NH2],0,8
[P]([NH2])[H])[NH2])[H])([NH2])C,0,8
[P](C)[H])(c2ccccc2)C)([NH2])C,0,8
[P](c2ccccc2)[NH2])([H])[H])(c3ccccc3)[H],0,8
[P](c3ccccc3)C)c4ccccc4)(c5ccccc5)[H],0,13
[P](c1ccccc1)[H])[NH2])([OH])c2ccccc2)([NH2])[NH2],0,3
[P](c2ccccc2)[H])C)C)(C)C,0,8
[P]([H])[OH])[NH2])(c2ccccc2)c3ccccc3,0,8
[P](C)[NH2])(c2ccccc2)[OH])(C)[H],0,8
[P]([OH])[H])[H])([H])c3ccccc3,0,13
[P]([H])c2ccccc2)(c3ccccc3)c4ccccc4)([H])[NH2],0,8
[P]([OH])c3ccccc3)(C)[OH],0,13
[P](c2ccccc2)c3ccccc3)(c4ccccc4)C)([H])c5ccccc5,0,8
[P](c2ccccc2)[OH])(c3ccccc3)[OH])(c4ccccc4)C,0,8
[P](C)[NH2])([H])[H])([NH2])C)(C)[OH],0,3
[P]([H])c2ccccc2)[OH])c3ccccc3)([H])[H],0,8
[P](c2ccccc2)C)c3ccccc3)([NH2])[OH])([NH2])c4ccccc4,0,8
[P]([H])c2ccccc2)[OH])(c3ccccc3)[H],0,8
[P](C)C)([OH])[H],0,13
[P](C)[NH2])C)c2ccccc2)(c3ccccc3)[OH],0,8
[P](c2ccccc2)[H])C)(C)C,0,8
[P]([NH2])[OH])[NH2])(c3ccccc3)[NH2],0,13
[P]([NH2])C)[H])[NH2])([NH2])c1ccccc1,0,3
[P]([NH2])C)[H])(C)C,0,8
[P]([OH])C)(c1ccccc1)C)([H])c2ccccc2)([OH])c3ccccc3,0,3
[P]([OH])[NH2])([OH])c1ccccc1)[OH])([OH])c2ccccc2,0,3
[P](c1ccccc1)[H])([H])C)([OH])[NH2])([OH])[OH],0,3
[P]([OH])c3ccccc3)[H])([H])c4ccccc4,0,13
[P](c2ccccc2)[H])c3ccccc3)c4ccccc4)(C)[OH],0,8
[P]([H])C)C)([H])[NH2],0,8
[P]([OH])[H])[H])([NH2])[NH2],0,8
[P]([NH2])[NH2])(c3ccccc3)c4ccccc4,0,13
[P](C)[NH2])[OH])([H])[NH2],0,13
[P]([NH2])[NH2])(C)[NH2])(c2ccccc2)C,0,8
[P]([NH2])c3ccccc3)([H])C,0,13
[P]([H])[NH2])(c3ccccc3)C,0,13
[P](c2ccccc2)[H])[NH2])([NH2])c3ccccc3,0,8
[P](c3ccccc3)c4ccccc4)[NH2])(c5ccccc5)[NH2],0,13
[P]([H])[OH])([H])[H])(C)C)(C)[H],0,3
[P]([H])[H])(C)[NH2])([OH])c2ccccc2,0,8
[P]([OH])c3ccccc3)(C)C,0,13
[P](c2ccccc2)c3ccccc3)([H])[NH2])([NH2])[OH],0,8
[P]([H])[OH])c2ccccc2)[OH])(C)[H],0,8
[P](c3ccccc3)[NH2])c4ccccc4)([NH2])C,0,13
[P]([OH])[H])c3ccccc3)[NH2])(c4ccccc4)C,0,13
[P](c3ccccc3)[OH])c4ccccc4)([H])c5ccccc5,0,13
[P]([H])[H])[NH2])([H])[OH],0,13
[P](C)[OH])([H])[H])[NH2])([H])[NH2],0,3
[P]([H])C)([H])[NH2])c1ccccc1)(c2ccccc2)[NH2],0,3
[P](c2ccccc2)C)([H])[OH])([OH])[H],0,8
[P]([NH2])C)[OH])[OH])([NH2])[OH],0,8
[P]([OH])[H])([H])c1ccccc1)(C)[OH])([H])C,0,3
[P]([NH2])[OH])[H])C)(c2ccccc2)C,0,8
[P]([H])C)c2ccccc2)[NH2])([H])C,0,8
[P]([NH2])c3ccccc3)[H])([NH2])c4ccccc4,0,13
[P]([NH2])[H])([OH])c1ccccc1)[OH])(c2ccccc2)C,0,3
[P]([OH])[NH2])C)C)(c1ccccc1)[NH2],0,3
[P]([H])[OH])[NH2])[NH2])(c2ccccc2)[OH],0,8
[P]([NH2])C)([OH])[H])(c1ccccc1)c2ccccc2)([OH])[NH2],0,3
[P](C)[NH2])[OH])([NH2])[OH])([NH2])C,0,8
[P](C)[H])([NH2])C)C)([OH])C,0,3
[P]([H])[OH])[H])(c3ccccc3)[H],0,13
[P]([NH2])[OH])[H])(c2ccccc2)[H],0,8
[P](C)C)([OH])[H])C)(C)[NH2],0,8
[P](C)C)[OH])C)([NH2])[OH],0,13
[P]([H])[OH])[OH])C)([OH])[OH],0,13
[P](c1ccccc1)[OH])[OH])[H])(c2ccccc2)[OH],0,3
[P]([H])[OH])([OH])[H])([H])[NH2])(c1ccccc1)[OH],0,3
[P]([OH])[OH])C)[OH])(C)c3ccccc3,0,13
[P]([OH])[H])[H])([NH2])[NH2],0,13
[P]([NH2])c3ccccc3)c4ccccc4)([OH])[OH],0,13
[P](C)[OH])([H])c1ccccc1)(c2ccccc2)[OH])(c3ccccc3)C,0,3
[P]([NH2])[NH2])[H])C)(c2ccccc2)C,0,8
[P](C)[OH])([H])[OH])(C)[H],0,8
[P](C)[NH2])[NH2])[H])(C)[NH2],0,8
[P]([OH])[NH2])[H])[NH2])(c2ccccc2)c3ccccc3,0,8
[P]([OH])C)[H])([NH2])C,0,8
[P]([OH])[OH])[NH2])([OH])[OH],0,13
[P]([NH2])c1ccccc1)(C)[NH2])(c2ccccc2)c3ccccc3)(c4ccccc4)[H],0,3
[P]([H])[H])[NH2])(C)c1ccccc1)(C)C,0,3
[P]([NH2])[NH2])C)[H])([NH2])[NH2],0,13
[P]([OH])[OH])[NH2])(c1ccccc1)[H])([OH])[OH],0,3
[P]([H])C)[OH])c1ccccc1)([H])[H],0,3
[P](C)C)[H])(c2ccccc2)[NH2],0,8
[P](c1ccccc1)C)(c2ccccc2)[OH])([H])[OH])([H])c3ccccc3,0,3
[P]([NH2])[NH2])c1ccccc1)c2ccccc2)([H])C,0,3
[P]([H])C)([NH2])[NH2])[NH2])([NH2])c2ccccc2,0,8
[P]([H])[H])(C)[NH2],0,13
[P]([NH2])[OH])[NH2])([H])c2ccccc2,0,8
[P](c3ccccc3)C)[H])(C)c4ccccc4,0,13
[P]([OH])c1ccccc1)[NH2])([NH2])c2ccccc2)(C)C,0,3
[P]([OH])[H])(C)C,0,13
[P]([H])[NH2])(C)[H])c2ccccc2)([OH])[OH],0,8
[P]([OH])c2ccccc2)([H])C)([H])C,0,8
[P](C)[NH2])([OH])C)([H])[OH],0,8
[P](c3ccccc3)[H])[H])(c4ccccc4)[H],0,13
[P]([NH2])C)[H])C)([NH2])c3ccccc3,0,13
[P]([OH])C)(c1ccccc1)c2ccccc2)c3ccccc3)(c4ccccc4)[OH],0,3
[P](C)[H])C)([NH2])[OH])(c1ccccc1)C,0,3
[P]([H])[OH])[OH])(C)c3ccccc3,0,13
[P](C)C)[NH2])c2ccccc2)([NH2])[OH],0,8
[P]([H])[OH])[OH])c3ccccc3)([NH2])[OH],0,13
[P]([NH2])c2ccccc2)([H])[NH2])[OH])(C)c3ccccc3,0,8
[P]([OH])C)C)(c3ccccc3)[NH2],0,13
[P](c1ccccc1)[H])(C)c2ccccc2)(c3ccccc3)c4ccccc4)([NH2])[H],0,3
[P]([H])[NH2])[NH2])(c3ccccc3)[OH],0,13
[P](c1ccccc1)[NH2])[OH])([OH])C)([NH2])C,0,3
[P](c2ccccc2)[OH])[NH2])c3ccccc3)([H])[H],0,8
[P]([NH2])[H])[NH2])([H])[H])([OH])C,0,3
[P](c2ccccc2)[H])[OH])(C)C)(c3ccccc3)[H],0,8
[P]([H])[OH])([H])c1ccccc1)(c2ccccc2)[NH2])(c3ccccc3)C,0,3
[P](c2ccccc2)c3ccccc3)(c4ccccc4)[H])(C)[H],0,8
[P]([H])[H])([OH])[NH2],0,13
[P]([OH])C)[H])(C)c1ccccc1)([OH])[OH],0,3
[P]([NH2])[H])([OH])[NH2])([NH2])[H],0,8
[P]([NH2])[NH2])C)[NH2])([NH2])[H],0,13
[P](C)[H])(c3ccccc3)C,0,13
[P]([H])c2ccccc2)[OH])[H])(C)[OH],0,8
[P]([H])C)c3ccccc3)(C)[H],0,13
[P]([H])[OH])C)([NH2])[H],0,8
[P]([OH])c3ccccc3)[NH2])([H])[OH],0,13
[P](C)C)([H])[NH2])([H])[NH2])(C)[H],0,3
[P](c2ccccc2)[OH])[OH])C)(C)C,0,8
[P](C)[OH])C)(c2ccccc2)C,0,8
[P]([H])c2ccccc2)[OH])([OH])[NH2],0,8
[P](C)[OH])[H])([H])[H],0,8
[P]([NH2])[H])[H])([NH2])C,0,8
[P]([NH2])C)C)[NH2])(c2ccccc2)C,0,8
[P](C)c2ccccc2)[NH2])c3ccccc3)(c4ccccc4)[OH],0,8
[P]([NH2])[OH])c3ccccc3)([OH])[NH2],0,13
[P](C)[H])c1ccccc1)([NH2])C)([NH2])C,0,3
[P](C)[NH2])([OH])[OH])[OH])(C)[OH],0,3
[P]([H])[H])[NH2])([H])c2ccccc2,0,8
[P](c3ccccc3)[OH])[NH2])[NH2])([NH2])[NH2],0,13
[P]([NH2])C)[NH2])(C)C)(c2ccccc2)[NH2],0,8
[P]([NH2])C)[H])[NH2])(C)[NH2],0,8
[P]([NH2])C)c2ccccc2)(C)[NH2],0,8
[P](C)[OH])[H])c1ccccc1)([H])[OH],0,3
[P]([H])C)([H])[OH])[NH2])([NH2])[OH],0,8
[P]([H])[NH2])([H])[OH])[OH])(c2ccccc2)c3ccccc3,0,8
[P]([OH])[H])C)([H])c1ccccc1)(C)[OH],0,3
[P](c2ccccc2)[OH])C)(C)c3ccccc3,0,8
[P]([H])[H])[OH])([NH2])[H])(c1ccccc1)[OH],0,3
[P]([OH])C)[NH2])[OH])(c3ccccc3)[NH2],0,13
[P]([H])c2ccccc2)[NH2])[H])([H])[NH2],0,8
[P]([NH2])[OH])c3ccccc3)(C)[OH],0,13
[P](C)[NH2])[H])([H])C,0,13
[P](c3ccccc3)C)([H])C,0,13
[P]([NH2])[NH2])c2ccccc2)[H])([OH])[OH],0,8
[P]([NH2])C)([H])[H],0,13
[P](C)[NH2])C)(C)[NH2],0,13
[P](c3ccccc3)C)C)([NH2])[OH],0,13
[P]([H])[H])[NH2])([OH])c2ccccc2,0,8
[P]([H])[OH])([H])[OH])c2ccccc2)([H])[OH],0,8
[P]([OH])[OH])[OH])(C)[NH2],0,13
[P]([OH])[OH])([H])[NH2])(c1ccccc1)[NH2])([H])[H],0,3
[P]([OH])[NH2])[H])[H])(c2ccccc2)[H],0,8
[P]([NH2])[OH])(c3ccccc3)c4ccccc4,0,13
[P]([H])[H])([NH2])[H])[NH2])(C)[OH],0,3
[P]([OH])c1ccccc1)c2ccccc2)C)([H])[H],0,3
[P]([OH])[H])([H])c2ccccc2)([NH2])C,0,8
[P](C)[NH2])C)C)([H])C,0,8
